212	вышли	выйти	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@mva1988f-words#@mva1988f#3905.193#3905.534
213	на	на	ADP	_	_	_	_	_	@mva1988f-words#@mva1988f#3905.534#3905.875
214	площадь	площадь	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3905.875#3906.216
215	с	с	ADP	_	_	_	_	_	@mva1988f-words#@mva1988f#3906.216#3906.557
216	желанием	желание	NOUN	_	Animacy=Inan|Case=Ins|Gender=Neut|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3906.557#3906.898
217	другой	другой	ADJ	_	Case=Gen|Gender=Fem|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3906.898#3907.239
218	истории	история	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3907.239#3907.582
219	потому	потому	SCONJ	_	_	_	_	_	@mva1988f-words#@mva1988f#3908.17#3908.537
220	что	что	SCONJ	_	_	_	_	_	@mva1988f-words#@mva1988f#3908.537#3908.904
221	та	тот	DET	_	Case=Nom|Gender=Fem|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3908.904#3909.271
222	в	в	ADP	_	_	_	_	_	@mva1988f-words#@mva1988f#3909.271#3909.638
223	которой	который	PRON	_	Case=Loc|Gender=Fem|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3909.638#3910.005
224	президент	президент	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3910.005#3910.372
225	превращался	превращаться	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	@mva1988f-words#@mva1988f#3910.372#3910.739
226	в	в	ADP	_	_	_	_	_	@mva1988f-words#@mva1988f#3910.739#3911.106
227	императора	император	NOUN	_	Animacy=Anim|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3911.106#3911.473
228	нас	мы	PRON	_	Case=Acc|Number=Plur|Person=1	_	_	_	@mva1988f-words#@mva1988f#3911.473#3911.84
229	не	не	PART	_	_	_	_	_	@mva1988f-words#@mva1988f#3911.84#3912.207
230	устраивала	устраивать	VERB	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@mva1988f-words#@mva1988f#3912.207#3912.582
231	нас	мы	PRON	_	Case=Acc|Number=Plur|Person=1	_	_	_	@mva1988f-words#@mva1988f#3913.258#3913.581
232	тошнило	тошнить	VERB	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@mva1988f-words#@mva1988f#3913.581#3913.904
233	от	от	ADP	_	_	_	_	_	@mva1988f-words#@mva1988f#3913.904#3914.227
234	лжи	ложь	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3914.227#3914.553
235	от	от	ADP	_	_	_	_	_	@mva1988f-words#@mva1988f#3915.023#3915.552
236	несменяемой	несменяемый	ADJ	_	Case=Gen|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3915.552#3916.081
237	картинки	картинка	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3916.081#3916.61
238	в	в	ADP	_	_	_	_	_	@mva1988f-words#@mva1988f#3916.61#3917.139
239	телевизоре	телевизор	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3917.139#3917.67
240	бесконечного	бесконечный	ADJ	_	Case=Gen|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3917.993#3918.591
241	сюжета	сюжет	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3918.591#3919.189
242	про	про	ADP	_	_	_	_	_	@mva1988f-words#@mva1988f#3919.189#3919.787
243	долгую	долгий	ADJ	_	Case=Acc|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3919.787#3920.385
244	счастливую	счастливый	ADJ	_	Case=Acc|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3920.385#3920.983
245	жизнь	жизнь	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3920.983#3921.581
246	за	за	ADP	_	_	_	_	_	@mva1988f-words#@mva1988f#3922.022#3922.4
247	которой	который	DET	_	Case=Ins|Gender=Fem|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3922.4#3922.778
248	в	в	ADP	_	_	_	_	_	@mva1988f-words#@mva1988f#3922.778#3923.156
249	реальности	реальность	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3923.156#3923.534
250	не	не	PART	_	_	_	_	_	@mva1988f-words#@mva1988f#3923.534#3923.912
251	было	быть	VERB	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@mva1988f-words#@mva1988f#3923.912#3924.29
252	ничего	ничто	PRON	_	Case=Gen	_	_	_	@mva1988f-words#@mva1988f#3924.29#3924.669
253	ну	ну	PART	_	_	_	_	_	@mva1988f-words#@mva1988f#3925.053#3925.582
254	существует	существовать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mva1988f-words#@mva1988f#3925.582#3926.111
255	наверное	наверное	ADV	_	_	_	_	_	@mva1988f-words#@mva1988f#3926.111#3926.64
256	некоторый	некоторый	DET	_	Case=Nom|Gender=Masc|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3926.64#3927.169
257	отпечаток	отпечаток	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3927.169#3927.7
258	ммм	мм	INTJ	_	_	_	_	_	@mva1988f-words#@mva1988f#3927.905#3929.199
259	особенно	особенно	ADV	_	Degree=Pos	_	_	_	@mva1988f-words#@mva1988f#3929.199#3929.478
260	если	если	SCONJ	_	_	_	_	_	@mva1988f-words#@mva1988f#3929.478#3929.757
261	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@mva1988f-words#@mva1988f#3929.757#3930.036
262	там	там	PART	_	_	_	_	_	@mva1988f-words#@mva1988f#3930.036#3930.315
263	ну	ну	PART	_	_	_	_	_	@mva1988f-words#@mva1988f#3930.315#3930.594
264	типо	типо	PART	_	_	_	_	_	@mva1988f-words#@mva1988f#3930.594#3930.873
265	только	только	PART	_	_	_	_	_	@mva1988f-words#@mva1988f#3930.873#3931.152
266	вышел	выйти	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@mva1988f-words#@mva1988f#3931.152#3931.435
267	вот	вот	PART	_	_	_	_	_	@mva1988f-words#@mva1988f#3931.67#3932.199
268	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@mva1988f-words#@mva1988f#3932.346#3933.287
269	общаешься	общаться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@mva1988f-words#@mva1988f#3933.669#3934.124
270	с	с	ADP	_	_	_	_	_	@mva1988f-words#@mva1988f#3934.124#3934.579
271	людьми	человек	NOUN	_	Animacy=Anim|Case=Ins|Gender=Masc|Number=Plur	_	_	_	@mva1988f-words#@mva1988f#3934.579#3935.034
272	иначе	иначе	ADV	_	_	_	_	_	@mva1988f-words#@mva1988f#3935.034#3935.492
273	ну	ну	PART	_	_	_	_	_	@mva1988f-words#@mva1988f#3936.051#3936.242
274	то	то	PRON	_	Case=Nom|Gender=Neut|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3936.242#3936.433
275	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mva1988f-words#@mva1988f#3936.433#3936.624
276	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@mva1988f-words#@mva1988f#3936.624#3936.815
277	себя	себя	PRON	_	Case=Acc	_	_	_	@mva1988f-words#@mva1988f#3936.815#3937.006
278	на	на	ADP	_	_	_	_	_	@mva1988f-words#@mva1988f#3937.006#3937.197
279	этом	это	PRON	_	Case=Loc|Gender=Neut|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3937.197#3937.388
280	ловила	ловить	VERB	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@mva1988f-words#@mva1988f#3937.388#3937.58
281	если	если	SCONJ	_	_	_	_	_	@mva1988f-words#@mva1988f#3940.256#3940.691
282	тебе	ты	PRON	_	Case=Dat|Number=Sing|Person=2	_	_	_	@mva1988f-words#@mva1988f#3940.691#3941.126
283	кто-то	кто-то	PRON	_	Case=Nom	_	_	_	@mva1988f-words#@mva1988f#3941.126#3941.561
284	что-то	что-то	PRON	_	Case=Acc	_	_	_	@mva1988f-words#@mva1988f#3941.561#3941.996
285	говорит	говорить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mva1988f-words#@mva1988f#3941.996#3942.433
286	и	и	CCONJ	_	_	_	_	_	@mva1988f-words#@mva1988f#3942.697#3943.256
287	даже	даже	PART	_	_	_	_	_	@mva1988f-words#@mva1988f#3943.256#3943.815
288	хорошее	хороший	ADJ	_	Case=Nom|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3944.315#3945.256
289	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@mva1988f-words#@mva1988f#3945.314#3945.873
290	начинаешь	начинать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mva1988f-words#@mva1988f#3945.873#3946.432
291	первый	первый	ADJ	_	Animacy=Inan|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3947.226#3947.422
292	вопрос	вопрос	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3947.422#3947.618
293	который	который	PRON	_	Case=Acc|Gender=Masc|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3947.618#3947.814
294	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@mva1988f-words#@mva1988f#3947.814#3948.01
295	себе	себя	PRON	_	Case=Dat	_	_	_	@mva1988f-words#@mva1988f#3948.01#3948.206
296	задаёшь	задавать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mva1988f-words#@mva1988f#3948.206#3948.402
297	это	это	PART	_	_	_	_	_	@mva1988f-words#@mva1988f#3948.402#3948.598
298	вообще	вообще	ADV	_	_	_	_	_	@mva1988f-words#@mva1988f#3948.598#3948.794
299	зачем	зачем	ADV	_	_	_	_	_	@mva1988f-words#@mva1988f#3948.794#3948.99
300	это	это	PRON	_	Case=Acc|Gender=Neut|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3948.99#3949.186
301	он	он	PRON	_	Case=Nom|Gender=Masc|Number=Sing|Person=3	_	_	_	@mva1988f-words#@mva1988f#3949.186#3949.382
302	сказал	сказать	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@mva1988f-words#@mva1988f#3949.382#3949.579
303	ну	ну	PART	_	_	_	_	_	@mva1988f-words#@mva1988f#3951.343#3951.607
304	то	то	PRON	_	Case=Nom|Gender=Neut|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3951.607#3951.871
305	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mva1988f-words#@mva1988f#3951.871#3952.135
306	ему	он	PRON	_	Case=Dat|Gender=Masc|Number=Sing|Person=3	_	_	_	@mva1988f-words#@mva1988f#3952.135#3952.399
307	вообще	вообще	ADV	_	_	_	_	_	@mva1988f-words#@mva1988f#3952.399#3952.663
308	то	то	PRON	_	Case=Nom|Gender=Neut|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3952.663#3952.927
309	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mva1988f-words#@mva1988f#3952.927#3953.191
310	чего	что	PRON	_	Case=Gen	_	_	_	@mva1988f-words#@mva1988f#3953.191#3953.455
311	он	он	PRON	_	Case=Nom|Gender=Masc|Number=Sing|Person=3	_	_	_	@mva1988f-words#@mva1988f#3953.455#3953.719
312	вообще	вообще	ADV	_	_	_	_	_	@mva1988f-words#@mva1988f#3953.719#3953.983
313	хочет-то	хотеть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mva1988f-words#@mva1988f#3953.983#3954.247
314	на	на	ADP	_	_	_	_	_	@mva1988f-words#@mva1988f#3954.247#3954.511
315	самом	самый	ADJ	_	Case=Loc|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3954.511#3954.775
316	деле	дело	NOUN	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3954.775#3955.049
317	потому	потому	SCONJ	_	_	_	_	_	@mva1988f-words#@mva1988f#3955.373#3955.831
318	что	что	SCONJ	_	_	_	_	_	@mva1988f-words#@mva1988f#3955.831#3956.289
319	лицемерия	лицемерие	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3956.289#3956.747
320	очень	очень	ADV	_	_	_	_	_	@mva1988f-words#@mva1988f#3956.747#3957.205
321	много	много	ADV	_	Degree=Pos	_	_	_	@mva1988f-words#@mva1988f#3957.205#3957.667
322	ну	ну	PART	_	_	_	_	_	@mva1988f-words#@mva1988f#3958.432#3958.865
323	то	то	PRON	_	Case=Nom|Gender=Neut|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3958.865#3959.298
324	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mva1988f-words#@mva1988f#3959.298#3959.731
325	оно	оно	PRON	_	Case=Nom|Gender=Neut|Number=Sing|Person=3	_	_	_	@mva1988f-words#@mva1988f#3959.731#3960.164
326	просто	просто	PART	_	_	_	_	_	@mva1988f-words#@mva1988f#3960.164#3960.597
327	пронизывает	пронизывать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mva1988f-words#@mva1988f#3960.597#3961.03
328	всё	весь	DET	_	Case=Acc|Gender=Neut|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3961.03#3961.463
329	общение	общение	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3961.463#3961.902
330	ааа	аа	INTJ	_	_	_	_	_	@mva1988f-words#@mva1988f#3962.344#3963.108
331	женской	женский	ADJ	_	Case=Gen|Gender=Fem|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3963.255#3963.843
332	исправительной	исправительный	ADJ	_	Case=Gen|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3963.843#3964.431
333	колонии	колония	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3964.431#3965.02
334	а	а	CCONJ	_	_	_	_	_	@mva1988f-words#@mva1988f#3968.549#3968.794
335	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@mva1988f-words#@mva1988f#3968.794#3969.039
336	не	не	PART	_	_	_	_	_	@mva1988f-words#@mva1988f#3969.039#3969.284
337	перешагивала	перешагивать	VERB	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@mva1988f-words#@mva1988f#3969.284#3969.529
338	никакой	никакой	DET	_	Case=Acc|Gender=Masc|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3969.529#3969.774
339	порог	порог	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3969.774#3970.019
340	в	в	ADP	_	_	_	_	_	@mva1988f-words#@mva1988f#3970.402#3970.622
341	том-то	то	PRON	_	Case=Loc|Gender=Neut|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3970.622#3970.842
342	и	и	PART	_	_	_	_	_	@mva1988f-words#@mva1988f#3970.842#3971.062
343	дело	дело	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3971.062#3971.284
344	со	с	ADP	_	_	_	_	_	@mva1988f-words#@mva1988f#3971.519#3971.743
345	мной	я	PRON	_	Case=Ins|Number=Sing|Person=1	_	_	_	@mva1988f-words#@mva1988f#3971.743#3971.967
346	смотри	смотреть	VERB	_	Aspect=Imp|Mood=Imp|Number=Sing|Person=2|VerbForm=Fin|Voice=Act	_	_	_	@mva1988f-words#@mva1988f#3971.967#3972.191
347	со	с	ADP	_	_	_	_	_	@mva1988f-words#@mva1988f#3972.191#3972.415
348	мной	я	PRON	_	Case=Ins|Number=Sing|Person=1	_	_	_	@mva1988f-words#@mva1988f#3972.415#3972.639
349	произошла	произойти	VERB	_	Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@mva1988f-words#@mva1988f#3972.639#3972.863
350	очень	очень	ADV	_	_	_	_	_	@mva1988f-words#@mva1988f#3972.863#3973.087
351	смешная	смешной	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3973.087#3973.311
352	история	история	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3973.311#3973.535
353	то	то	PRON	_	Case=Nom|Gender=Neut|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3973.535#3973.759
354	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mva1988f-words#@mva1988f#3973.759#3973.99
355	Путин	Путин	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3974.931#3975.283
356	подписал	подписать	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@mva1988f-words#@mva1988f#3975.283#3975.635
357	закон	закон	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3975.635#3975.987
358	об	о	ADP	_	_	_	_	_	@mva1988f-words#@mva1988f#3975.987#3976.339
359	амнистии	амнистия	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3976.339#3976.695
360	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@mva1988f-words#@mva1988f#3977.225#3977.493
361	не	не	PART	_	_	_	_	_	@mva1988f-words#@mva1988f#3977.493#3977.761
362	хотела	хотеть	VERB	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@mva1988f-words#@mva1988f#3977.761#3978.029
363	выходить	выходить	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@mva1988f-words#@mva1988f#3978.029#3978.297
364	по	по	ADP	_	_	_	_	_	@mva1988f-words#@mva1988f#3978.297#3978.565
365	этой	этот	DET	_	Case=Dat|Gender=Fem|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3978.565#3978.833
366	амнистии	амнистия	NOUN	_	Animacy=Inan|Case=Dat|Gender=Fem|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3978.833#3979.107
367	поэтому	поэтому	ADV	_	_	_	_	_	@mva1988f-words#@mva1988f#3979.401#3980.343
368	у	у	ADP	_	_	_	_	_	@mva1988f-words#@mva1988f#3980.46#3980.778
369	нас	мы	PRON	_	Case=Gen|Number=Plur|Person=1	_	_	_	@mva1988f-words#@mva1988f#3980.778#3981.096
370	существовали	существовать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@mva1988f-words#@mva1988f#3981.096#3981.414
371	такие	такой	DET	_	Case=Nom|Number=Plur	_	_	_	@mva1988f-words#@mva1988f#3981.414#3981.732
372	бега	бег	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@mva1988f-words#@mva1988f#3981.732#3982.05
373	как	как	ADV	_	_	_	_	_	@mva1988f-words#@mva1988f#3982.05#3982.368
374	бы	бы	PART	_	_	_	_	_	@mva1988f-words#@mva1988f#3982.368#3982.686
375	меня	я	PRON	_	Case=Acc|Number=Sing|Person=1	_	_	_	@mva1988f-words#@mva1988f#3982.686#3983.004
376	от	от	ADP	_	_	_	_	_	@mva1988f-words#@mva1988f#3983.004#3983.322
377	сотрудников	сотрудник	NOUN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@mva1988f-words#@mva1988f#3983.322#3983.64
378	которые	который	PRON	_	Case=Nom|Number=Plur	_	_	_	@mva1988f-words#@mva1988f#3983.64#3983.958
379	пытались	пытаться	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	@mva1988f-words#@mva1988f#3983.958#3984.276
380	сделать	сделать	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@mva1988f-words#@mva1988f#3984.276#3984.594
381	так	так	ADV	_	_	_	_	_	@mva1988f-words#@mva1988f#3984.594#3984.912
382	чтобы	чтобы	SCONJ	_	_	_	_	_	@mva1988f-words#@mva1988f#3984.912#3985.23
383	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@mva1988f-words#@mva1988f#3985.23#3985.548
384	поставила	поставить	VERB	_	Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@mva1988f-words#@mva1988f#3985.548#3985.866
385	эту	этот	DET	_	Case=Acc|Gender=Fem|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3985.866#3986.184
386	подпись	подпись	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3986.184#3986.519
387	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@mva1988f-words#@mva1988f#3986.96#3987.312
388	её	она	PRON	_	Case=Acc|Gender=Fem|Number=Sing|Person=3	_	_	_	@mva1988f-words#@mva1988f#3987.312#3987.664
389	не	не	PART	_	_	_	_	_	@mva1988f-words#@mva1988f#3987.664#3988.016
390	ставила	ставить	VERB	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@mva1988f-words#@mva1988f#3988.016#3988.368
391	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@mva1988f-words#@mva1988f#3988.368#3988.724
392	как	как	SCONJ	_	_	_	_	_	@mva1988f-words#@mva1988f#3988.901#3989.188
393	только	только	PART	_	_	_	_	_	@mva1988f-words#@mva1988f#3989.188#3989.475
394	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@mva1988f-words#@mva1988f#3989.475#3989.762
395	понимала	понимать	VERB	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@mva1988f-words#@mva1988f#3989.762#3990.049
396	что	что	SCONJ	_	_	_	_	_	@mva1988f-words#@mva1988f#3990.049#3990.336
397	они	они	PRON	_	Case=Nom|Number=Plur|Person=3	_	_	_	@mva1988f-words#@mva1988f#3990.336#3990.623
398	сейчас	сейчас	ADV	_	_	_	_	_	@mva1988f-words#@mva1988f#3990.623#3990.91
399	придут	прийти	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Person=3|Tense=Fut|VerbForm=Fin|Voice=Act	_	_	_	@mva1988f-words#@mva1988f#3990.91#3991.197
400	и	и	CCONJ	_	_	_	_	_	@mva1988f-words#@mva1988f#3991.197#3991.484
401	принесут	принести	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Person=3|Tense=Fut|VerbForm=Fin|Voice=Act	_	_	_	@mva1988f-words#@mva1988f#3991.484#3991.771
402	бумаги	бумага	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur	_	_	_	@mva1988f-words#@mva1988f#3991.771#3992.058
403	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@mva1988f-words#@mva1988f#3992.058#3992.345
404	оказывалась	оказываться	VERB	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	@mva1988f-words#@mva1988f#3992.345#3992.632
405	в	в	ADP	_	_	_	_	_	@mva1988f-words#@mva1988f#3992.632#3992.919
406	каком-нибудь	какой-нибудь	DET	_	Case=Loc|Gender=Neut|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3992.919#3993.206
407	другом	другой	ADJ	_	Case=Loc|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3993.206#3993.493
408	месте	место	NOUN	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3993.493#3993.783
409	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@mva1988f-words#@mva1988f#3997.519#3997.86
410	просто	просто	PART	_	_	_	_	_	@mva1988f-words#@mva1988f#3997.86#3998.201
411	не	не	PART	_	_	_	_	_	@mva1988f-words#@mva1988f#3998.201#3998.542
412	считаю	считать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mva1988f-words#@mva1988f#3998.542#3998.883
413	что	что	SCONJ	_	_	_	_	_	@mva1988f-words#@mva1988f#3998.883#3999.225
414	за	за	ADP	_	_	_	_	_	@mva1988f-words#@mva1988f#4000.137#4000.47
415	два	два	NUM	_	Animacy=Inan|Case=Acc|Gender=Masc	_	_	_	@mva1988f-words#@mva1988f#4000.47#4000.803
416	месяца	месяц	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#4000.803#4001.136
417	до	до	ADP	_	_	_	_	_	@mva1988f-words#@mva1988f#4001.136#4001.469
